X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-7.692596,53.288234,2021/01/08 00:00:00+00,8248,135884,20,2327,2021/01/06 00:00:00+00,127520,7284,849,16552,10912,76,71,266,463,567,891,1040,60789,66716,15,3323,8183,23358,23013,20031,18898,14281,37,0,0,0,313,1332,1588,988,7061,5203,4142
-7.692596,53.288234,2021/01/09 00:00:00+00,4842,140727,9,2336,2021/01/07 00:00:00+00,135757,7570,886,17261,10963,80,71,277,486,592,917,1088,64642,71100,15,3463,8559,24909,24628,21417,20191,15311,38,0,0,0,314,1388,1638,1031,7539,5440,4273
-7.692596,53.288234,2021/01/10 00:00:00+00,6888,147613,8,2344,2021/01/08 00:00:00+00,140593,7741,908,17635,10984,83,71,280,492,600,935,1115,66947,73631,15,3545,8791,25848,25544,22186,20908,15947,38,0,0,0,315,1428,1678,1057,7822,5608,4366
-7.692596,53.288234,2021/01/11 00:00:00+00,4929,152539,8,2352,2021/01/09 00:00:00+00,147424,8002,941,18326,10988,85,72,290,503,621,960,1150,70196,77213,15,3669,9093,27123,26836,23309,22015,16791,38,0,0,0,316,1476,1741,1102,8219,5834,4507
-7.692596,53.288234,2021/01/12 00:00:00+00,3086,155591,46,2397,2021/01/10 00:00:00+00,152312,8179,961,18820,10989,87,73,292,511,629,976,1173,72443,79854,15,3771,9347,28013,27686,24088,22771,17396,39,0,0,0,317,1511,1796,1129,8556,6021,4635
-7.692596,53.288234,2021/01/13 00:00:00+00,3569,159144,63,2460,2021/01/11 00:00:00+00,155382,8460,988,19276,11081,89,74,300,527,642,997,1207,73862,81505,15,3828,9456,28467,28227,24590,23203,17810,42,0,0,0,318,1568,1880,1174,8776,6221,4776
-7.692596,53.288234,2021/01/14 00:00:00+00,3955,163057,28,2488,2021/01/12 00:00:00+00,158939,8705,1011,19751,11170,90,77,306,540,657,1021,1242,75481,83443,15,3887,9611,28969,28846,25170,23854,18286,42,0,0,0,319,1619,1935,1216,9012,6380,4896
-7.692596,53.288234,2021/01/15 00:00:00+00,3498,166548,50,2536,2021/01/13 00:00:00+00,162885,8957,1037,20269,11204,92,79,311,561,669,1048,1281,77309,85561,15,3961,9778,29530,29496,25843,24522,18814,42,0,0,0,320,1658,2006,1250,9245,6613,5055
-7.692596,53.288234,2021/01/16 00:00:00+00,3231,169780,60,2595,2021/01/14 00:00:00+00,166376,9225,1057,20788,11263,95,83,324,570,693,1079,1318,78891,87470,15,4025,9925,30027,30075,26442,25110,19259,42,0,0,0,321,1702,2062,1297,9464,6815,5205
-7.692596,53.288234,2021/01/17 00:00:00+00,2944,172726,13,2608,2021/01/15 00:00:00+00,169597,9446,1072,21279,11275,97,84,332,580,704,1106,1344,80387,89195,15,4101,10074,30462,30629,26981,25676,19657,42,0,0,0,322,1731,2122,1344,9652,6984,5352
-7.692596,53.288234,2021/01/18 00:00:00+00,2121,174843,8,2616,2021/01/16 00:00:00+00,172534,9571,1089,21728,11296,97,85,337,583,715,1116,1364,81737,90782,15,4175,10236,30922,31136,27470,26149,20026,40,0,0,0,323,1750,2155,1367,9808,7117,5458
-7.692596,53.288234,2021/01/19 00:00:00+00,2001,176839,93,2708,2021/01/17 00:00:00+00,174644,9661,1103,22057,11368,98,85,342,587,723,1128,1376,82732,91897,15,4214,10325,31267,31515,27856,26472,20275,39,0,0,0,324,1762,2177,1381,9923,7215,5545
-7.692596,53.288234,2021/01/20 00:00:00+00,2488,179324,61,2768,2021/01/18 00:00:00+00,176632,9861,1125,22435,11415,100,86,348,596,738,1142,1406,83619,92997,16,4259,10422,31548,31861,28184,26786,20507,42,0,0,0,325,1804,2219,1420,10056,7332,5639
-7.692596,53.288234,2021/01/21 00:00:00+00,2608,181922,51,2818,2021/01/19 00:00:00+00,179105,10027,1137,22912,11461,100,86,359,600,750,1157,1426,84712,94377,16,4302,10513,31857,32254,28631,27247,20813,43,0,0,0,326,1827,2262,1458,10212,7467,5771
-7.692596,53.288234,2021/01/22 00:00:00+00,2371,184279,52,2870,2021/01/20 00:00:00+00,181703,10182,1148,23368,11488,102,88,361,612,760,1172,1451,85962,95725,16,4359,10618,32191,32719,29089,27719,21140,42,0,0,0,327,1855,2298,1481,10366,7602,5861
-7.692596,53.288234,2021/01/23 00:00:00+00,1910,186184,77,2947,2021/01/21 00:00:00+00,184067,10341,1163,23701,11518,105,89,368,617,771,1184,1470,87113,96938,16,4418,10743,32528,33151,29478,28068,21430,40,0,0,0,328,1883,2347,1505,10507,7737,5968
-7.692596,53.288234,2021/01/24 00:00:00+00,1378,187554,23,2970,2021/01/22 00:00:00+00,185970,10453,1173,23974,11539,105,90,370,624,778,1193,1483,87998,97956,16,4470,10833,32796,33507,29817,28364,21634,40,0,0,0,329,1899,2377,1532,10604,7843,6063
-7.692596,53.288234,2021/01/25 00:00:00+00,1372,188923,7,2978,2021/01/23 00:00:00+00,187339,10526,1181,24164,11561,105,90,370,631,781,1199,1491,88638,98685,16,4497,10912,32999,33764,30050,28574,21803,39,0,0,0,330,1912,2400,1545,10681,7908,6112
-7.692596,53.288234,2021/01/26 00:00:00+00,928,189851,90,3066,2021/01/24 00:00:00+00,188704,10617,1187,24415,11600,106,91,376,638,785,1206,1506,89254,99434,16,4547,10977,33176,34004,30282,28787,21958,41,0,0,0,331,1926,2421,1560,10752,7983,6199
-7.692596,53.288234,2021/01/27 00:00:00+00,1335,191182,54,3120,2021/01/25 00:00:00+00,189620,10738,1195,24605,11627,107,91,381,641,791,1214,1516,89671,99933,16,4570,11021,33295,34146,30415,28929,22059,44,0,0,0,332,1942,2463,1590,10810,8066,6270
-7.692596,53.288234,2021/01/28 00:00:00+00,1466,192645,47,3167,2021/01/26 00:00:00+00,190950,10845,1206,24832,11645,108,93,385,650,798,1222,1528,90289,100645,16,4617,11086,33479,34351,30639,29137,22201,43,0,0,0,333,1963,2490,1606,10905,8148,6348
-7.692596,53.288234,2021/01/29 00:00:00+00,1254,193892,48,3214,2021/01/27 00:00:00+00,192409,10960,1214,25023,11667,110,94,388,662,806,1234,1538,90982,101411,16,4654,11175,33697,34564,30889,29360,22352,41,0,0,0,334,1987,2513,1626,10997,8243,6439
-7.692596,53.288234,2021/01/30 00:00:00+00,1414,195303,79,3292,2021/01/28 00:00:00+00,193652,11061,1218,25212,11723,110,95,390,665,809,1247,1549,91573,102063,16,4686,11238,33876,34776,31072,29557,22507,42,0,0,0,335,2009,2539,1646,11077,8320,6504
-7.692596,53.288234,2021/01/31 00:00:00+00,1247,196547,15,3307,2021/01/29 00:00:00+00,195014,11151,1228,25413,11727,114,97,394,673,818,1254,1564,92216,102782,16,4735,11327,34063,35023,31311,29773,22649,38,0,0,0,336,2023,2558,1654,11160,8383,6551
-7.692596,53.288234,2021/02/01 00:00:00+00,1062,197553,10,3317,2021/01/30 00:00:00+00,196258,11238,1234,25608,11739,114,97,395,680,827,1262,1575,92797,103445,16,4776,11393,34268,35221,31545,29944,22779,39,0,0,0,337,2037,2578,1671,11229,8448,6616
-7.692596,53.288234,2021/02/02 00:00:00+00,879,198424,101,3418,2021/01/31 00:00:00+00,197316,11295,1240,25772,11802,114,97,395,684,830,1270,1585,93308,103992,16,4800,11445,34422,35404,31736,30104,22895,41,0,0,0,338,2049,2586,1683,11296,8499,6676
-7.692596,53.288234,2021/02/03 00:00:00+00,1013,199430,94,3512,2021/02/01 00:00:00+00,198187,11385,1245,25924,11822,114,97,400,692,838,1276,1597,93722,104449,16,4823,11497,34554,35528,31893,30235,22987,41,0,0,0,339,2063,2608,1698,11339,8550,6742
-7.692596,53.288234,2021/02/04 00:00:00+00,1318,200744,75,3586,2021/02/02 00:00:00+00,199194,11478,1254,26067,11847,114,97,405,702,844,1290,1607,94187,104990,17,4858,11566,34694,35683,32057,30395,23094,41,0,0,0,340,2074,2628,1715,11400,8605,6803
-7.692596,53.288234,2021/02/05 00:00:00+00,1047,201763,35,3621,2021/02/03 00:00:00+00,200506,11588,1259,26206,11872,115,98,407,713,849,1302,1623,94814,105675,17,4892,11655,34915,35890,32267,30588,23251,40,0,0,0,341,2095,2651,1732,11485,8665,6858
-7.692596,53.288234,2021/02/06 00:00:00+00,827,202548,55,3674,2021/02/04 00:00:00+00,201547,11693,1265,26332,11900,116,98,413,717,860,1313,1640,95319,106211,17,4926,11739,35078,36063,32416,30751,23372,38,0,0,0,342,2108,2671,1754,11534,8724,6904
-7.692596,53.288234,2021/02/07 00:00:00+00,1024,203568,12,3686,2021/02/05 00:00:00+00,202374,11757,1272,26409,11922,117,99,416,718,863,1320,1647,95730,106627,17,4962,11813,35192,36183,32595,30880,23439,38,0,0,0,343,2123,2686,1765,11574,8763,6933
-7.692596,53.288234,2021/02/08 00:00:00+00,829,204397,6,3687,2021/02/06 00:00:00+00,203397,11819,1280,26495,11922,119,99,418,721,872,1327,1655,96219,107161,17,4991,11913,35401,36351,32753,31026,23538,35,0,0,0,344,2131,2701,1773,11627,8799,6958
-7.692596,53.288234,2021/02/09 00:00:00+00,556,204940,68,3752,2021/02/07 00:00:00+00,204223,11880,1286,26581,11930,120,99,422,728,872,1333,1662,96618,107588,17,5049,11999,35541,36477,32870,31146,23603,35,0,0,0,345,2138,2717,1786,11666,8841,6991
-7.692596,53.288234,2021/02/10 00:00:00+00,1006,205939,54,3794,2021/02/08 00:00:00+00,204776,11955,1294,26651,11955,120,102,425,731,883,1339,1671,96904,107855,17,5071,12049,35630,36553,32967,31237,23651,39,0,0,0,346,2151,2737,1793,11697,8875,7006
-7.692596,53.288234,2021/02/11 00:00:00+00,867,206801,52,3846,2021/02/09 00:00:00+00,205780,12039,1309,26726,11990,123,106,428,734,889,1352,1684,97383,108380,17,5131,12156,35787,36728,33119,31368,23765,35,0,0,0,347,2163,2756,1801,11749,8913,7024
-7.692596,53.288234,2021/02/12 00:00:00+00,921,207720,23,3865,2021/02/10 00:00:00+00,206641,12096,1317,26789,12034,125,107,432,738,895,1360,1692,97783,108841,17,5170,12241,35933,36877,33263,31483,23850,35,0,0,0,348,2169,2770,1805,11786,8954,7043
-7.692596,53.288234,2021/02/13 00:00:00+00,1078,208796,66,3931,2021/02/11 00:00:00+00,207561,12172,1323,26859,12071,126,108,438,745,904,1365,1703,98237,109307,17,5214,12330,36089,37050,33407,31593,23945,34,0,0,0,349,2178,2786,1816,11830,8990,7072
-7.692596,53.288234,2021/02/14 00:00:00+00,788,209582,17,3948,2021/02/12 00:00:00+00,208636,12236,1328,26957,12112,128,108,442,754,908,1371,1710,98761,109856,19,5262,12446,36342,37226,33566,31721,24041,32,0,0,0,350,2189,2800,1823,11885,9020,7086
-7.692596,53.288234,2021/02/15 00:00:00+00,821,210402,0,3948,2021/02/13 00:00:00+00,209421,12272,1331,27001,12115,128,109,444,755,912,1374,1715,99174,110228,19,5317,12542,36505,37355,33678,31825,24098,31,0,0,0,351,2197,2805,1830,11917,9038,7105
-7.692596,53.288234,2021/02/16 00:00:00+00,744,211113,33,3980,2021/02/14 00:00:00+00,210239,12314,1337,27047,12115,130,109,446,758,915,1381,1719,99603,110617,19,5364,12632,36690,37480,33800,31929,24167,31,0,0,0,352,2202,2813,1838,11952,9060,7124
-7.692596,53.288234,2021/02/17 00:00:00+00,650,211751,57,4036,2021/02/15 00:00:00+00,210979,12387,1342,27093,12177,132,109,449,764,918,1392,1728,99978,110982,19,5403,12720,36861,37597,33892,32010,24227,30,0,0,0,353,2212,2835,1845,11986,9106,7136
-7.692596,53.288234,2021/02/18 00:00:00+00,901,212647,47,4082,2021/02/16 00:00:00+00,211625,12449,1348,27136,12217,132,109,451,772,923,1401,1734,100304,111302,19,5430,12766,37002,37687,34002,32109,24283,37,0,0,0,354,2221,2847,1856,12014,9137,7154
-7.692596,53.288234,2021/02/19 00:00:00+00,763,213400,28,4109,2021/02/17 00:00:00+00,212524,12526,1355,27197,12237,132,109,454,778,930,1407,1748,100780,111725,19,5468,12838,37166,37848,34157,32222,24369,36,0,0,0,355,2240,2861,1864,12060,9176,7179
-7.692596,53.288234,2021/02/20 00:00:00+00,988,214378,26,4135,2021/02/18 00:00:00+00,213285,12578,1359,27248,12267,134,110,460,782,934,1408,1755,101154,112112,19,5511,12908,37350,37977,34276,32302,24429,30,0,0,0,356,2250,2872,1870,12096,9195,7200
-7.692596,53.288234,2021/02/21 00:00:00+00,679,215057,1,4136,2021/02/19 00:00:00+00,214268,12641,1364,27304,12267,135,111,465,784,945,1413,1765,101640,112609,19,5578,13005,37569,38116,34438,32409,24514,32,0,0,0,357,2262,2880,1878,12139,9232,7227
-7.692596,53.288234,2021/02/22 00:00:00+00,686,215743,1,4137,2021/02/20 00:00:00+00,214945,12675,1364,27353,12296,136,111,468,786,949,1416,1772,101975,112951,19,5621,13081,37718,38224,34543,32476,24581,32,0,0,0,358,2267,2884,1883,12174,9248,7238
-7.692596,53.288234,2021/02/23 00:00:00+00,575,216300,45,4181,2021/02/21 00:00:00+00,215628,12711,1369,27413,12317,139,113,470,790,954,1424,1776,102302,113307,19,5666,13156,37841,38331,34640,32584,24656,34,0,0,0,359,2270,2887,1885,12202,9263,7248
-7.692596,53.288234,2021/02/24 00:00:00+00,574,216870,56,4237,2021/02/22 00:00:00+00,216203,12763,1371,27454,12392,139,113,472,795,959,1430,1779,102578,113606,19,5701,13227,37959,38410,34727,32646,24708,32,0,0,0,360,2278,2901,1894,12225,9294,7265
-7.692596,53.288234,2021/02/25 00:00:00+00,613,217478,35,4271,2021/02/23 00:00:00+00,216777,12797,1374,27500,12462,140,113,478,797,963,1437,1782,102864,113894,19,5732,13275,38081,38498,34825,32723,24757,34,0,0,0,361,2281,2905,1898,12248,9315,7282
-7.692596,53.288234,2021/02/26 00:00:00+00,776,218251,29,4300,2021/02/24 00:00:00+00,217385,12826,1377,27544,12524,140,113,480,799,964,1443,1788,103170,114196,19,5760,13320,38213,38599,34921,32804,24813,34,0,0,0,362,2285,2909,1901,12280,9334,7299
-7.692596,53.288234,2021/02/27 00:00:00+00,738,218980,13,4316,2021/02/25 00:00:00+00,218158,12870,1382,27584,12580,140,113,484,802,970,1452,1788,103566,114573,19,5803,13397,38361,38725,35043,32935,24855,34,0,0,0,363,2293,2919,1905,12310,9365,7322
-7.692596,53.288234,2021/02/28 00:00:00+00,612,219952,6,4319,2021/02/26 00:00:00+00,218890,12901,1385,27620,12643,141,114,485,804,974,1453,1793,103919,114952,19,5871,13480,38490,38858,35152,33017,24922,31,0,0,0,364,2301,2922,1910,12339,9385,7334
-7.692596,53.288234,2021/03/01 00:00:00+00,687,220273,1,4319,2021/02/27 00:00:00+00,219492,12930,1391,27656,12661,143,115,485,806,976,1460,1797,104214,115259,19,5906,13545,38613,38968,35255,33097,24972,32,0,0,0,365,2302,2928,1914,12354,9399,7341
-7.692596,53.288234,2021/03/02 00:00:00+00,369,220630,14,4333,2021/02/28 00:00:00+00,220177,12953,1394,27688,12670,144,116,486,808,976,1463,1799,104565,115592,20,5956,13637,38757,39085,35337,33183,25030,30,0,0,0,366,2307,2933,1917,12384,9414,7352
-7.692596,53.288234,2021/03/03 00:00:00+00,566,221189,25,4357,2021/03/01 00:00:00+00,220535,12978,1395,27712,12762,144,116,488,809,976,1468,1800,104728,115787,20,5980,13674,38826,39134,35394,33232,25065,34,0,0,0,367,2313,2940,1920,12402,9426,7360
-7.692596,53.288234,2021/03/04 00:00:00+00,462,221649,39,4396,2021/03/02 00:00:00+00,221092,13009,1399,27750,12861,144,116,489,816,980,1471,1808,105006,116065,21,6014,13733,38922,39232,35484,33312,25124,34,0,0,0,368,2316,2944,1921,12426,9438,7365
-7.692596,53.288234,2021/03/05 00:00:00+00,522,222169,9,4405,2021/03/03 00:00:00+00,221543,13044,1402,27777,12936,144,116,492,820,984,1475,1812,105224,116298,21,6043,13777,39024,39304,35548,33365,25172,31,0,0,0,369,2321,2952,1924,12445,9454,7369
-7.692596,53.288234,2021/03/06 00:00:00+00,539,222699,14,4419,2021/03/04 00:00:00+00,222061,13073,1404,27802,13008,145,116,493,824,987,1480,1816,105499,116541,21,6076,13841,39096,39403,35629,33434,25233,33,0,0,0,370,2324,2956,1928,12467,9465,7375
-7.692596,53.288234,2021/03/07 00:00:00+00,525,223219,3,4422,2021/03/05 00:00:00+00,222596,13105,1406,27821,13067,148,116,494,826,992,1484,1821,105795,116779,22,6103,13890,39197,39503,35720,33489,25289,33,0,0,0,371,2327,2963,1930,12502,9478,7383
-7.692596,53.288234,2021/03/08 00:00:00+00,437,223651,0,4422,2021/03/06 00:00:00+00,223121,13131,1407,27838,13087,149,116,496,828,997,1486,1822,106065,117034,22,6141,13959,39301,39601,35801,33540,25326,31,0,0,0,372,2330,2969,1934,12527,9495,7388
-7.692596,53.288234,2021/03/09 00:00:00+00,311,223957,30,4452,2021/03/07 00:00:00+00,223555,13153,1410,27853,13103,150,116,498,828,999,1488,1826,106280,117253,22,6171,14012,39381,39662,35885,33590,25355,33,0,0,0,373,2331,2978,1935,12553,9513,7391
-7.692596,53.288234,2021/03/10 00:00:00+00,631,224588,47,4499,2021/03/08 00:00:00+00,223866,13181,1412,27880,13211,152,116,498,829,1001,1492,1832,106439,117405,22,6198,14041,39440,39707,35925,33640,25380,34,0,0,0,374,2335,2983,1939,12571,9526,7396
-7.692596,53.288234,2021/03/11 00:00:00+00,592,225179,10,4509,2021/03/09 00:00:00+00,224497,13211,1417,27922,13291,153,116,503,831,1002,1492,1837,106756,117719,22,6245,14109,39587,39823,36017,33727,25417,29,0,0,0,375,2341,2990,1942,12592,9538,7400
-7.692596,53.288234,2021/03/12 00:00:00+00,646,225820,10,4518,2021/03/10 00:00:00+00,225087,13230,1420,27952,13326,155,117,504,831,1003,1496,1840,107056,118008,23,6280,14177,39701,39927,36122,33799,25462,32,0,0,0,376,2345,2992,1943,12618,9553,7406
-7.692596,53.288234,2021/03/13 00:00:00+00,543,226358,16,4534,2021/03/11 00:00:00+00,225731,13266,1425,27978,13326,155,117,505,832,1010,1503,1843,107368,118340,23,6314,14267,39842,40030,36229,33870,25513,30,0,0,0,377,2350,2999,1948,12645,9567,7412
-7.692596,53.288234,2021/03/14 00:00:00+00,384,226741,0,4534,2021/03/12 00:00:00+00,226272,13296,1429,28004,13326,155,117,509,838,1013,1506,1846,107637,118612,23,6339,14352,39963,40114,36309,33921,25557,29,0,0,0,378,2354,3003,1951,12670,9586,7419
-7.692596,53.288234,2021/03/15 00:00:00+00,575,227316,0,4534,2021/03/13 00:00:00+00,226653,13312,1430,28023,0,155,119,513,839,1014,1507,1848,107832,118798,23,6361,14398,40037,40179,36382,33967,25590,31,0,0,0,379,2356,3006,1951,12684,9593,7420
-7.692596,53.288234,2021/03/16 00:00:00+00,349,227663,18,4552,2021/03/14 00:00:00+00,227226,13339,1435,28037,0,155,119,514,842,1016,1512,1852,108122,119081,23,6411,14494,40126,40268,36476,34034,25633,30,0,0,0,380,2359,3013,1953,12709,9606,7427
-7.692596,53.288234,2021/03/17 00:00:00+00,557,228215,17,4566,2021/03/15 00:00:00+00,227570,13386,1437,28049,0,155,119,515,843,1024,1515,1856,108292,119255,23,6431,14544,40178,40325,36537,34066,25657,33,0,0,0,381,2371,3026,1958,12733,9622,7435
-7.692596,53.288234,2021/03/18 00:00:00+00,582,228796,0,4566,2021/03/16 00:00:00+00,228127,13418,1440,28074,0,157,119,517,846,1026,1516,1858,108554,119550,23,6494,14632,40262,40416,36621,34129,25693,29,0,0,0,382,2384,3032,1959,12766,9633,7439
-7.692596,53.288234,2021/03/19 00:00:00+00,507,229306,10,4576,2021/03/17 00:00:00+00,228701,13442,1444,28098,0,158,120,520,849,1030,1518,1859,108842,119836,23,6544,14717,40344,40515,36732,34201,25736,32,0,0,0,383,2390,3034,1960,12787,9641,7442
-7.692596,53.288234,2021/03/20 00:00:00+00,525,229831,9,4585,2021/03/18 00:00:00+00,229204,13477,1451,28108,0,159,120,522,850,1035,1522,1866,109089,120092,23,6582,14796,40410,40600,36818,34263,25772,33,0,0,0,384,2398,3037,1964,12814,9654,7453
-7.692596,53.288234,2021/03/21 00:00:00+00,769,230599,2,4587,2021/03/19 00:00:00+00,229726,13519,1454,28124,0,159,120,523,853,1036,1525,1874,109346,120356,24,6630,14868,40473,40680,36910,34326,25819,34,0,0,0,385,2404,3051,1970,12840,9677,7461
-7.692596,53.288234,2021/03/22 00:00:00+00,520,231119,1,4588,2021/03/20 00:00:00+00,230489,13559,1456,28153,0,159,122,525,856,1038,1529,1879,109728,120737,24,6703,14976,40575,40827,37049,34399,25873,32,0,0,0,386,2411,3062,1974,12875,9702,7468
-7.692596,53.288234,2021/03/23 00:00:00+00,371,231484,24,4610,2021/03/21 00:00:00+00,231008,13577,1459,28172,0,159,123,526,858,1042,1529,1881,109985,120999,24,6772,15074,40643,40907,37143,34450,25896,28,0,0,0,387,2414,3065,1976,12889,9719,7473
-7.692596,53.288234,2021/03/24 00:00:00+00,683,232164,18,4628,2021/03/22 00:00:00+00,231378,13599,1460,28179,0,160,126,528,861,1044,1530,1883,110167,121187,24,6808,15156,40683,40965,37207,34491,25922,30,0,0,0,388,2416,3070,1977,12900,9729,7475
-7.692596,53.288234,2021/03/25 00:00:00+00,606,232758,3,4631,2021/03/23 00:00:00+00,232057,13627,1461,28208,0,161,127,528,865,1048,1531,1890,110489,121544,24,6864,15268,40778,41082,37338,34559,25975,32,0,0,0,389,2419,3074,1980,12923,9745,7483
-7.692596,53.288234,2021/03/26 00:00:00+00,584,233327,20,4651,2021/03/24 00:00:00+00,232660,13654,1464,28230,0,162,127,529,866,1050,1534,1892,110786,121850,24,6906,15367,40860,41193,37455,34617,26024,33,0,0,0,390,2428,3078,1984,12950,9757,7489
-7.692596,53.288234,2021/03/27 00:00:00+00,624,233937,2,4653,2021/03/25 00:00:00+00,233243,13690,1469,28253,0,165,128,531,867,1055,1536,1897,111083,122136,24,6958,15438,40954,41272,37580,34685,26064,34,0,0,0,391,2435,3087,1985,12982,9774,7494
-7.692596,53.288234,2021/03/28 00:00:00+00,604,234541,13,4666,2021/03/26 00:00:00+00,233865,13715,1470,28277,0,165,128,531,868,1060,1539,1901,111392,122449,24,7015,15528,41049,41377,37700,34768,26106,32,0,0,0,392,2441,3091,1987,12999,9784,7497
-7.692596,53.288234,2021/03/29 00:00:00+00,539,235078,1,4667,2021/03/27 00:00:00+00,234465,13732,1471,28290,0,166,128,532,872,1063,1542,1901,111693,122748,24,7080,15635,41154,41462,37800,34837,26142,27,0,0,0,393,2444,3092,1988,13021,9792,7500
-7.692596,53.288234,2021/03/30 00:00:00+00,368,235444,14,4681,2021/03/28 00:00:00+00,235004,13742,1472,28308,0,166,128,533,872,1063,1543,1903,111982,122998,24,7130,15734,41226,41535,37901,34897,26193,32,0,0,0,394,2447,3093,1990,13041,9803,7502
-7.692596,53.288234,2021/03/31 00:00:00+00,411,235854,6,4687,2021/03/29 00:00:00+00,235369,13778,1475,28326,0,166,130,534,872,1065,1548,1911,112165,123180,24,7151,15793,41279,41586,37960,34952,26221,34,0,0,0,395,2455,3098,1995,13064,9813,7508
-7.692596,53.288234,2021/04/01 00:00:00+00,761,236600,18,4705,2021/03/30 00:00:00+00,235780,13806,1481,28336,0,166,130,534,873,1069,1556,1914,112367,123389,24,7169,15866,41339,41636,38045,35014,26253,35,0,0,0,396,2463,3100,1997,13085,9820,7511
-7.692596,53.288234,2021/04/02 00:00:00+00,591,237187,8,4713,2021/03/31 00:00:00+00,236529,13825,1482,28361,0,167,131,535,876,1071,1557,1918,112744,123761,24,7233,15971,41450,41751,38191,35105,26318,33,0,0,0,397,2465,3102,1999,13119,9833,7516
-7.692596,53.288234,2021/04/03 00:00:00+00,511,237695,2,4715,2021/04/01 00:00:00+00,237116,13855,1483,28378,0,167,131,538,879,1075,1563,1921,113038,124054,24,7273,16069,41539,41851,38286,35178,26364,31,0,0,0,398,2467,3107,2003,13141,9849,7524
-7.692596,53.288234,2021/04/04 00:00:00+00,457,238148,3,4718,2021/04/02 00:00:00+00,237624,13878,1485,28402,0,170,133,538,881,1082,1567,1922,113279,124321,24,7303,16156,41610,41937,38391,35236,26407,33,0,0,0,399,2468,3108,2005,13157,9856,7529
-7.692596,53.288234,2021/04/05 00:00:00+00,320,238466,0,4718,2021/04/03 00:00:00+00,238077,13889,1487,28412,0,170,133,539,882,1084,1568,1925,113528,124525,24,7336,16211,41696,42004,38475,35293,26449,32,0,0,0,400,2468,3110,2006,13177,9861,7533
-7.692596,53.288234,2021/04/06 00:00:00+00,443,238907,9,4727,2021/04/04 00:00:00+00,238394,13902,1489,28418,0,170,133,539,886,1085,1572,1925,113692,124678,24,7356,16261,41755,42062,38534,35330,26468,30,0,0,0,401,2469,3113,2006,13185,9867,7534
-7.692596,53.288234,2021/04/07 00:00:00+00,423,239325,5,4732,2021/04/05 00:00:00+00,238837,13911,1491,28429,0,170,133,539,888,1085,1574,1926,113932,124881,24,7382,16352,41824,42131,38613,35381,26500,31,0,0,0,402,2471,3115,2006,13205,9873,7534
-7.692596,53.288234,2021/04/08 00:00:00+00,400,239723,7,4737,2021/04/06 00:00:00+00,239256,13947,1492,28444,0,170,133,540,892,1088,1582,1931,114149,125083,24,7410,16430,41896,42193,38679,35426,26536,30,0,0,0,403,2475,3124,2008,13222,9886,7536
-7.692596,53.288234,2021/04/09 00:00:00+00,473,240192,34,4769,2021/04/07 00:00:00+00,239650,13965,1494,28456,0,171,134,540,895,1090,1582,1934,114353,125273,24,7436,16474,41947,42266,38768,35480,26570,35,0,0,0,404,2477,3127,2011,13233,9895,7539
-7.692596,53.288234,2021/04/10 00:00:00+00,455,240643,14,4783,2021/04/08 00:00:00+00,240116,13985,1499,28472,0,171,134,541,899,1091,1584,1937,114574,125518,24,7457,16558,42041,42347,38846,35532,26602,29,0,0,0,405,2480,3132,2012,13249,9902,7540
-7.692596,53.288234,2021/04/11 00:00:00+00,303,240945,2,4785,2021/04/09 00:00:00+00,240571,14012,1503,28491,0,172,135,543,899,1092,1589,1940,114790,125756,25,7476,16626,42138,42425,38934,35581,26632,30,0,0,0,406,2486,3137,2015,13266,9908,7543
-7.692596,53.288234,2021/04/12 00:00:00+00,394,241330,0,4785,2021/04/10 00:00:00+00,240873,14028,1504,28502,0,172,136,543,901,1099,1590,1942,114957,125891,25,7497,16672,42185,42479,38991,35614,26660,31,0,0,0,407,2488,3138,2015,13276,9913,7544
-7.692596,53.288234,2021/04/13 00:00:00+00,358,241684,18,4803,2021/04/11 00:00:00+00,241266,14041,1505,28519,0,173,136,544,906,1100,1590,1944,115136,126105,25,7526,16725,42247,42548,39073,35657,26695,33,0,0,0,408,2489,3139,2016,13287,9921,7545
-7.692596,53.288234,2021/04/14 00:00:00+00,431,242105,12,4812,2021/04/12 00:00:00+00,241621,14067,1511,28536,0,173,136,544,909,1104,1595,1949,115300,126296,25,7549,16775,42306,42614,39136,35703,26725,31,0,0,0,409,2491,3142,2020,13296,9925,7550
